,Page Title,Car Price,Item Condition,Car Location,Image Links,Brand,Mileage,Model,Seat Capacity,Variant,Type,Series,Manufactured Year,Country of Origin,Transmission,Engine CC,Compression Ratio,Peak Power (Bhp),Peak Torque (Nm),Engine Type,Fuel Type,Length(mm),Width(mm),Height(mm),Wheel Base (mm),Kerb Weight (kg),Fuel Tank (litres),Front Brakes,Rear Brakes,Front Suspension,Rear Suspension,Steering,Front Tyres,Rear Tyres,Front Rim(inches),Rear Rim(inches),Loan Monthly Payment,Interest Rate,Features
2848, 2016 toyota vellfire 2.5 golden eye coolbox alpine,    RM 242 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/11/113925042871602.jpg', 'https://img.rnudah.com/thumbs/11/116925046964878.jpg', 'https://img.rnudah.com/thumbs/11/110925041058154.jpg', 'https://img.rnudah.com/thumbs/11/111925048104792.jpg', 'https://img.rnudah.com/thumbs/11/115925042198068.jpg', 'https://img.rnudah.com/thumbs/11/115925044477896.jpg', 'https://img.rnudah.com/thumbs/11/118925040047853.jpg', 'https://img.rnudah.com/thumbs/11/119925047094491.jpg', 'https://img.rnudah.com/thumbs/11/113925049711086.jpg', 'https://img.rnudah.com/thumbs/11/117925043804362.jpg', 'https://img.rnudah.com/thumbs/11/110925048597775.jpg', 'https://img.rnudah.com/thumbs/11/114925042691051.jpg', 'https://img.rnudah.com/thumbs/11/114925044970879.jpg', 'https://img.rnudah.com/thumbs/11/117925040540836.jpg', 'https://img.rnudah.com/thumbs/11/110925044634112.jpg', 'https://img.rnudah.com/thumbs/11/115925045774026.jpg', 'https://img.rnudah.com/thumbs/11/118925041343983.jpg', 'https://img.rnudah.com/thumbs/11/112925043960578.jpg', 'https://img.rnudah.com/thumbs/11/116925046577173.jpg', 'https://img.rnudah.com/thumbs/11/111925047717087.jpg']",TOYOTA   ,  15 000 - 19 999  ,VELLFIRE   ,7 ,Z A EDITION GOLDEN EYE ,4D WAGON ,DBA-AGH30W , 2016  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM3 264/month,3.7,-
2849, 1997 Toyota LANDCRUISER 2.7 PRADO GX (M),    RM 17 500     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/05/050919045050317.jpg', 'https://img.rnudah.com/thumbs/05/055919046190231.jpg', 'https://img.rnudah.com/thumbs/05/058919041760188.jpg', 'https://img.rnudah.com/thumbs/05/059919048806826.jpg', 'https://img.rnudah.com/thumbs/05/054919043703249.jpg', 'https://img.rnudah.com/thumbs/05/058919046319844.jpg', 'https://img.rnudah.com/thumbs/05/056919045309543.jpg', 'https://img.rnudah.com/thumbs/05/050919047434289.jpg', 'https://img.rnudah.com/thumbs/05/051919048237436.jpg', 'https://img.rnudah.com/thumbs/05/053919045284074.jpg']",TOYOTA   ,  180 000 - 189 999  ,LANDCRUISER   ,5 ,PRADO GX ,4D WAGON ,RZJ95R , 1997  ,JAPAN ,5 SP MANUAL,2694 , - ,112 ,240 ,MULTI POINT F/INJ ,PETROL ,0 ,0 ,0 ,2675 ,1910 ,90 ,DV ,DC ,NSD; ,NSD; ,RACK &amp; PINION , -, -, -, -,RM236/month,3.7,-
2850, 2013 Toyota COROLLA 1.8 ALTIS FACELIFT (A)CARKING,    RM 51 900     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/05/054919046366675.jpg', 'https://img.rnudah.com/thumbs/05/056919045693141.jpg', 'https://img.rnudah.com/thumbs/05/052919045356374.jpg', 'https://img.rnudah.com/thumbs/05/054919042403012.jpg', 'https://img.rnudah.com/thumbs/05/057919046496288.jpg', 'https://img.rnudah.com/thumbs/05/055919043206159.jpg', 'https://img.rnudah.com/thumbs/05/057919040252797.jpg', 'https://img.rnudah.com/thumbs/05/051919042869392.jpg']",TOYOTA   ,  70 000 - 74 999  ,COROLLA   ,5 ,ALTIS E ,4D SEDAN ,ZRE142R-GEXGKEFU FACELIFT , 2013  ,THAILAND ,CVT AUTO 7 SP SEQUENTIAL,1798 , - ,103 ,173 ,MULTI POINT F/INJ ,PETROL ,1760 ,4540 ,1465 ,2600 ,1270 ,55 ,DV ,DS ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,205/55 R16 ,205/55 R16 , -, -,RM700/month,3.7,-
2851, 1995 or older Toyota RAV4 2.0 (A),    RM 13 600     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/04/048919043940101.jpg', 'https://img.rnudah.com/thumbs/04/045919042126653.jpg', 'https://img.rnudah.com/thumbs/04/042919046556696.jpg', 'https://img.rnudah.com/thumbs/04/048919046219929.jpg', 'https://img.rnudah.com/thumbs/04/041919041789886.jpg', 'https://img.rnudah.com/thumbs/04/043919047359843.jpg', 'https://img.rnudah.com/thumbs/04/041919049821356.jpg', 'https://img.rnudah.com/thumbs/04/044919045391313.jpg', 'https://img.rnudah.com/thumbs/04/048919048007908.jpg']",TOYOTA   ,  200 000 - 249 999  ,RAV4   ,5 , -,4D WAGON , -, 1995  ,JAPAN ,4 SP AUTOMATIC,1998 ,9.8  ,110 ,192 ,MULTI POINT F/INJ ,PETROL ,1785 ,4265 ,1705 ,2490 ,1350 ,57 ,DV ,DR ,McSt ,DWB;TA , -,215/70 R16 ,215/70 R16 ,6Jx16 ,6Jx16 ,RM183/month,3.7,-
2852, 2006 Naza CITRA 2.0 GLS (A),   RM 13 900      ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/96/965910042495841.jpg', 'https://img.rnudah.com/thumbs/96/960910043635755.jpg', 'https://img.rnudah.com/thumbs/96/962910040682393.jpg', 'https://img.rnudah.com/thumbs/96/962910049205712.jpg', 'https://img.rnudah.com/thumbs/96/965910047055497.jpg', 'https://img.rnudah.com/thumbs/96/961910046718730.jpg', 'https://img.rnudah.com/thumbs/96/964910042288687.jpg', 'https://img.rnudah.com/thumbs/96/967910046381963.jpg']",NAZA   ,  95 000 - 99 999  ,CITRA   ,7 ,GLS ,4D WAGON , -, 2006  ,MALAYSIA ,4 SP AUTOMATIC,1975 ,10.1  ,101 ,175 ,MULTI POINT F/INJ ,PETROL ,1750 ,4490 ,1610 ,2570 ,1440 ,55 ,DV ,DC ,McSt;CS;SB; ,McSt;CS;SB;TA; ,RACK &amp; PINION ,195/60 R15 ,195/60 R15 ,6Jx15 ,6Jx15 ,RM174/month,3.7,-
2853, 2009 Toyota AVANZA 1.5 G FACELIFT (A),    RM 25 300     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/87/872901040927944.jpg', 'https://img.rnudah.com/thumbs/87/874901046497901.jpg', 'https://img.rnudah.com/thumbs/87/876901043544539.jpg', 'https://img.rnudah.com/thumbs/87/879901047637815.jpg', 'https://img.rnudah.com/thumbs/87/870901046161134.jpg', 'https://img.rnudah.com/thumbs/87/873901041731091.jpg', 'https://img.rnudah.com/thumbs/87/874901048777729.jpg', 'https://img.rnudah.com/thumbs/87/875901047301048.jpg', 'https://img.rnudah.com/thumbs/87/878901042871005.jpg', 'https://img.rnudah.com/thumbs/87/879901041394324.jpg', 'https://img.rnudah.com/thumbs/87/879901049917643.jpg', 'https://img.rnudah.com/thumbs/87/870901048440962.jpg', 'https://img.rnudah.com/thumbs/87/874901043234375.jpg', 'https://img.rnudah.com/thumbs/87/876901048804332.jpg', 'https://img.rnudah.com/thumbs/87/878901045850970.jpg', 'https://img.rnudah.com/thumbs/87/879901044374289.jpg', 'https://img.rnudah.com/thumbs/87/872901048467565.jpg', 'https://img.rnudah.com/thumbs/87/873901046990884.jpg', 'https://img.rnudah.com/thumbs/87/875901044037522.jpg', 'https://img.rnudah.com/thumbs/87/877901041084160.jpg', 'https://img.rnudah.com/thumbs/87/873901040747393.jpg']",TOYOTA   ,  110 000 - 119 999  ,AVANZA   ,7 ,G ,4D WAGON ,F602RM-GQMFMM FACELIFT , 2009  ,MALAYSIA ,4 SP AUTOMATIC,1495 ,9.5  ,80 ,141 ,MULTI POINT F/INJ ,PETROL ,1635 ,4120 ,1695 ,2655 ,1120 ,45 ,DC ,DR ,McSt;SB; ,4L;CS; ,RACK &amp; PINION ,185/65 R15 ,185/65 R15 , -, -,RM341/month,3.7,-
2854, 1997 Mg MGF 1.8 (M) 2 DOOR (M),    RM 32 000     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/68/680913031556474.jpg', 'https://img.rnudah.com/thumbs/68/680913036116130.jpg', 'https://img.rnudah.com/thumbs/68/688913033421994.jpg', 'https://img.rnudah.com/thumbs/68/681913033551607.jpg', 'https://img.rnudah.com/thumbs/68/685913032800532.jpg', 'https://img.rnudah.com/thumbs/68/681913034743593.jpg', 'https://img.rnudah.com/thumbs/68/686913032619981.jpg', 'https://img.rnudah.com/thumbs/68/684913033889508.jpg', 'https://img.rnudah.com/thumbs/68/682913039122698.jpg', 'https://img.rnudah.com/thumbs/68/687913036298949.jpg']",MG   ,  80 000 - 84 999  ,MGF   , -,MGF ,2D CONVERTIBLE , -, 1997  ,UNITED KINGDOM ,5 SPEED MANUAL,1796 , - , -, -, - ,PETROL , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,RM432/month,3.7,-
2855, 2011 Toyota CAMRY 2.0 G FACELIFT (A) FuLon OTR,    RM 49 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/24/246908052735683.jpg', 'https://img.rnudah.com/thumbs/24/246908057295339.jpg', 'https://img.rnudah.com/thumbs/24/249908054653275.jpg', 'https://img.rnudah.com/thumbs/24/248908058409784.jpg', 'https://img.rnudah.com/thumbs/24/249908050689612.jpg', 'https://img.rnudah.com/thumbs/24/241908052191762.jpg', 'https://img.rnudah.com/thumbs/24/247908054238967.jpg', 'https://img.rnudah.com/thumbs/24/242908053695046.jpg', 'https://img.rnudah.com/thumbs/24/247908054834960.jpg', 'https://img.rnudah.com/thumbs/24/243908054498193.jpg']",TOYOTA   ,  75 000 - 79 999  ,CAMRY   ,5 ,G ,4D SEDAN ,ACV41R-JEPEKERG FACELIFT , 2011  ,THAILAND ,4 SP AUTOMATIC,1998 ,9.8  ,108 ,190 ,MULTI POINT F/INJ ,PETROL ,1820 ,4825 ,1470 ,2775 ,1510 ,70 ,DV ,DS ,McSt; ,DuL; ,RACK &amp; PINION - POWER ASSISTED ,215/60 R16 ,215/60 R16 , -, -,RM672/month,3.7,-
2856, 2019 Perodua AXIA 1.0 SE (A) E-VOUCHER RM300,    RM 37 490     ,New,   Selangor   ,"['https://img.rnudah.com/thumbs/17/171901053441302.jpg', 'https://img.rnudah.com/thumbs/17/172901054944586.jpg', 'https://img.rnudah.com/thumbs/17/171901055825274.jpg', 'https://img.rnudah.com/thumbs/17/174901059814406.jpg', 'https://img.rnudah.com/thumbs/17/170901059477639.jpg', 'https://img.rnudah.com/thumbs/17/179901056498808.jpg']",PERODUA   ,  0 - 4 999  ,AXIA   ,5 ,SE ,4D HATCHBACK , -, 2019  ,MALAYSIA ,4 SP AUTOMATIC,998 ,11  ,50 ,91 ,ELECTRONIC F/INJ ,PETROL ,1620 ,3640 ,1510 ,2455 ,840 ,33 ,DC ,DR ,McSt;CS ,TB;CS , -,175/65 R14 ,175/65 R14 ,4.5Jx14 ,4.5Jx14 ,RM506/month,3.7,-
2857, Toyota PRIUS C 1.5(A)HYBRID Ori Mileage Fulon OTR,    RM 36 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/17/177901052780763.jpg', 'https://img.rnudah.com/thumbs/17/178901059827401.jpg', 'https://img.rnudah.com/thumbs/17/170901056874039.jpg', 'https://img.rnudah.com/thumbs/17/172901053920677.jpg', 'https://img.rnudah.com/thumbs/17/174901050967315.jpg', 'https://img.rnudah.com/thumbs/17/179901052107229.jpg']",TOYOTA   ,  100 000 - 109 999  ,PRIUS C   ,5 ,(HYBRID) ,4D HATCHBACK ,NHP10R , 2015  ,JAPAN ,CONTINUOUS VARIABLE,1497 ,13  ,45 ,169 ,ELECTRONIC F/INJ ,PETROL ,1695 ,3995 ,1455 ,2550 ,1140 ,36 ,DV ,DR ,McSt;SB; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,185/60 R15 ,185/60 R15 ,6Jx15 ,6Jx15 ,RM496/month,3.7,-
2858, Volkswagen BEETLE 1.6(A)Original Cond TIPTOP Cond,    RM 44 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/17/175901051325015.jpg', 'https://img.rnudah.com/thumbs/17/171901059511567.jpg', 'https://img.rnudah.com/thumbs/17/173901054874370.jpg', 'https://img.rnudah.com/thumbs/17/176901050444327.jpg', 'https://img.rnudah.com/thumbs/17/178901056014284.jpg', 'https://img.rnudah.com/thumbs/17/172901050107560.jpg']",VOLKSWAGEN   ,  100 000 - 109 999  ,BEETLE   ,4 ,TSI ,2D HATCHBACK , -, 2012  ,GERMANY ,7 SP AUTO DIRECT SHIFT,1197 , - ,105 ,175 ,TURBO DIRECT F/INJ ,PETROL ,1808 ,4278 ,1486 ,2537 ,1297 ,55 ,DV ,DC ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,215/60 R16 ,215/60 R16 ,6.5Jx16 ,6.5Jx16 ,RM604/month,3.7,-
2859, Ford FIESTA 1.6(A)SPORT Hatchback FuloN OTR,    RM 23 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/16/163930044454851.jpg', 'https://img.rnudah.com/thumbs/16/164930042978170.jpg', 'https://img.rnudah.com/thumbs/16/165930041501489.jpg', 'https://img.rnudah.com/thumbs/16/166930040024808.jpg', 'https://img.rnudah.com/thumbs/16/166930048548127.jpg', 'https://img.rnudah.com/thumbs/16/167930047071446.jpg', 'https://img.rnudah.com/thumbs/16/168930045594765.jpg']",FORD   ,  85 000 - 89 999  ,FIESTA   ,5 ,SPORT Ti-VCT ,4D HATCHBACK ,DR74RAB , 2013  ,THAILAND ,6 SP AUTO SPORTS MODE,1596 ,11.1  ,88 ,152 ,MULTI POINT F/INJ ,PETROL ,1722 ,3950 ,1475 ,2489 ,1153 ,42 ,DV ,DR ,McSt;ARB ,TB ,RACK &amp; PINION - POWER ASSISTED ,195/50 R16 ,195/50 R16 , -, -,RM321/month,3.7,-
2860, Mazda CX-5 2.0(A)Bose Sunroof Keyless Fulon OTR,    RM 70 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/15/157929046881792.jpg', 'https://img.rnudah.com/thumbs/15/159929043928430.jpg', 'https://img.rnudah.com/thumbs/15/151929040975068.jpg', 'https://img.rnudah.com/thumbs/15/152929048021706.jpg', 'https://img.rnudah.com/thumbs/15/154929045068344.jpg', 'https://img.rnudah.com/thumbs/15/155929043591663.jpg', 'https://img.rnudah.com/thumbs/15/156929042114982.jpg', 'https://img.rnudah.com/thumbs/15/157929040638301.jpg', 'https://img.rnudah.com/thumbs/15/157929049161620.jpg']",MAZDA   ,  80 000 - 84 999  ,CX-5   ,5 ,2WD HIGH SPEC ,4D WAGON , -, 2014  ,MALAYSIA ,6 SP AUTO ACTIVEMATIC,1998 ,13  ,114 ,200 ,ELECTRONIC F/INJ ,PETROL ,1840 ,4555 ,1670 ,2700 ,1522 ,56 ,DV ,DS ,Ind;McSt; ,Ind;MLS; ,RACK &amp; PINION - POWER ASSISTED ,225/65 R17 ,225/65 R17 ,6.5J X 17 ,6.5J X 17 ,RM955/month,3.7,-
2861, Audi Q7 3.6(A)QUATTRO Low Mileage FuloN OTR,    RM 60 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/15/151929043168283.jpg', 'https://img.rnudah.com/thumbs/15/152929041691602.jpg', 'https://img.rnudah.com/thumbs/15/153929040214921.jpg', 'https://img.rnudah.com/thumbs/15/153929048738240.jpg', 'https://img.rnudah.com/thumbs/15/154929047261559.jpg', 'https://img.rnudah.com/thumbs/15/155929045784878.jpg', 'https://img.rnudah.com/thumbs/15/156929044308197.jpg', 'https://img.rnudah.com/thumbs/15/157929042831516.jpg', 'https://img.rnudah.com/thumbs/15/158929041354835.jpg', 'https://img.rnudah.com/thumbs/15/158929049878154.jpg']",AUDI   ,  75 000 - 79 999  ,Q7   ,7 ,FSI QUATTRO ,4D WAGON , -, 2009  ,GERMANY ,6 SP AUTOMATIC,3598 ,12.5  ,257 ,440 ,ELECTRONIC F/INJ ,PETROL ,1983 ,5086 ,1737 ,3002 ,2240 ,100 ,DV ,DC ,DWB;SSt;TrCA ,MLS , -,255/55 R18 ,255/55 R18 ,8Jx18 ,8Jx18 ,RM820/month,3.7,-
2862, Mazda CX-5 2.0(A)Low Mileage FuLoN OTR,    RM 83 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/15/151929041114274.jpg', 'https://img.rnudah.com/thumbs/15/151929049637593.jpg', 'https://img.rnudah.com/thumbs/15/153929046684231.jpg', 'https://img.rnudah.com/thumbs/15/154929045207550.jpg', 'https://img.rnudah.com/thumbs/15/155929043730869.jpg', 'https://img.rnudah.com/thumbs/15/156929042254188.jpg', 'https://img.rnudah.com/thumbs/15/157929040777507.jpg']",MAZDA   ,  75 000 - 79 999  ,CX-5   ,5 ,GL 2WD (CKD) ,4D WAGON ,FACELIFT , 2016  ,MALAYSIA ,6 SP AUTO ACTIVEMATIC,1998 ,13  ,114 ,200 ,DIRECT F/INJ ,PETROL ,1840 ,4555 ,1670 ,2700 ,1522 ,56 ,DV ,DS ,Ind;McSt; ,Ind;MLS; ,RACK &amp; PINION - POWER ASSISTED ,225/65 R17 ,225/65 R17 ,6.5Jx17 ,6.5Jx17 ,RM1 130/month,3.7,-
2863, 2007 Honda ACCORD 2.4(A) 2 digit Number FuLoN OTR,    RM 29 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/14/146928048511225.jpg', 'https://img.rnudah.com/thumbs/14/148928045557863.jpg', 'https://img.rnudah.com/thumbs/14/141928041127820.jpg', 'https://img.rnudah.com/thumbs/14/142928048174458.jpg', 'https://img.rnudah.com/thumbs/14/144928045221096.jpg', 'https://img.rnudah.com/thumbs/14/146928042267734.jpg']",HONDA   ,  100 000 - 109 999  ,ACCORD   ,5 ,VTi-L ,4D SEDAN ,FACELIFT , 2007  ,MALAYSIA ,5 SP AUTOMATIC,2354 ,9.8  ,125 ,218 ,ELECTRONIC F/INJ ,PETROL ,1820 ,4830 ,1455 ,2740 ,1435 ,65 ,DV ,DC ,McSt; ,MLS; ,RACK &amp; PINION - POWER ASSISTED ,205/60 R16 ,205/60 R16 ,6.5Jx16 ,6.5Jx16 ,RM402/month,3.7,-
2864, HARI RAYA Mazda 3 Sedan SRoof F/Service U/Warranty,    RM 68 000     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/12/124927042473263.jpg', 'https://img.rnudah.com/thumbs/12/120927042136496.jpg', 'https://img.rnudah.com/thumbs/12/129927043613177.jpg', 'https://img.rnudah.com/thumbs/12/125927049519901.jpg', 'https://img.rnudah.com/thumbs/12/128927045089858.jpg', 'https://img.rnudah.com/thumbs/12/121927049183134.jpg', 'https://img.rnudah.com/thumbs/12/126927048043220.jpg', 'https://img.rnudah.com/thumbs/12/127927048846367.jpg', 'https://img.rnudah.com/thumbs/12/128927047369686.jpg', 'https://img.rnudah.com/thumbs/12/125927043276410.jpg', 'https://img.rnudah.com/thumbs/12/123927046229772.jpg', 'https://img.rnudah.com/thumbs/12/124927044753091.jpg', 'https://img.rnudah.com/thumbs/12/126927041799729.jpg', 'https://img.rnudah.com/thumbs/12/120927044416324.jpg', 'https://img.rnudah.com/thumbs/12/122927041462962.jpg', 'https://img.rnudah.com/thumbs/12/122927049986281.jpg', 'https://img.rnudah.com/thumbs/12/120927043924475.jpg', 'https://img.rnudah.com/thumbs/12/123927048017751.jpg', 'https://img.rnudah.com/thumbs/12/125927045064389.jpg', 'https://img.rnudah.com/thumbs/12/121927042447794.jpg', 'https://img.rnudah.com/thumbs/12/122927049494432.jpg']",MAZDA   ,  65 000 - 69 999  ,3   ,5 ,(CBU) ,4D SEDAN ,MY2014 , 2015  ,JAPAN ,6 SP AUTO ACTIVEMATIC,1998 ,14  ,120 ,210 ,ELECTRONIC F/INJ ,PETROL ,1795 ,4580 ,1455 ,2700 ,0 ,55 ,DV ,DS ,McSt ,MLS ,RACK &amp; PINION - POWER ASSISTED ,215/45 R18 ,215/45 R18 ,7Jx18 ,7Jx18 ,RM917/month,3.7,-
2865, 2019 Toyota VIOS 1.5 G FACELIFT (A),    RM 77 200     ,New,   Johor   ,"['https://img.rnudah.com/thumbs/12/129926043782296.jpg', 'https://img.rnudah.com/thumbs/12/121926044896741.jpg', 'https://img.rnudah.com/thumbs/12/128926043083293.jpg', 'https://img.rnudah.com/thumbs/12/123926044223207.jpg', 'https://img.rnudah.com/thumbs/12/127926046839802.jpg', 'https://img.rnudah.com/thumbs/12/124926045026354.jpg', 'https://img.rnudah.com/thumbs/12/127926049119630.jpg', 'https://img.rnudah.com/thumbs/12/124926049586010.jpg', 'https://img.rnudah.com/thumbs/12/125926043653817.jpg', 'https://img.rnudah.com/thumbs/12/121926043317050.jpg', 'https://img.rnudah.com/thumbs/12/127926042980283.jpg']",TOYOTA   ,  0 - 4 999  ,VIOS   ,5 ,G ,4D SEDAN ,NSP151R FACELIFT , 2019  ,MALAYSIA ,7 SP AUTOMATIC CONSTANTLY VARIABLE,1496 , - ,80 ,140 ,MULTI POINT F/INJ ,PETROL ,4410 ,1700 ,1475 ,2550 ,1065 ,42 ,DV ,DR ,McSt;SB ,TB;SB ,RACK &amp; PINION - POWER ASSISTED ,185/60 R15 ,185/60 R15 , -, -,RM1 041/month,3.7,-
2866, 2014 Perodua ALZA 1.5 S EZB (A),    RM 39 900     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/02/028916048899107.jpg', 'https://img.rnudah.com/thumbs/02/029916047422426.jpg', 'https://img.rnudah.com/thumbs/02/020916045945745.jpg', 'https://img.rnudah.com/thumbs/02/021916044469064.jpg', 'https://img.rnudah.com/thumbs/02/022916042992383.jpg', 'https://img.rnudah.com/thumbs/02/023916041515702.jpg', 'https://img.rnudah.com/thumbs/02/024916040039021.jpg', 'https://img.rnudah.com/thumbs/02/024916048562340.jpg', 'https://img.rnudah.com/thumbs/02/025916047085659.jpg', 'https://img.rnudah.com/thumbs/02/026916045608978.jpg', 'https://img.rnudah.com/thumbs/02/027916044132297.jpg']",PERODUA   ,  80 000 - 84 999  ,ALZA   ,7 ,S EZB ,4D WAGON , -, 2014  ,MALAYSIA ,4 SP AUTOMATIC,1495 ,10  ,76 ,136 ,ELECTRONIC F/INJ ,PETROL ,1695 ,4205 ,1620 ,2750 ,1140 ,42 ,DC ,DR ,McSt;CS; ,TB;SB; ,RACK &amp; PINION ,185/55 R15 ,185/55 R15 , -, -,RM538/month,3.7,-
2867, 2019 Ford RANGER 2.0 Raptor Otr with insurance,    RM 202 500     ,New,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/00/002914042018246.jpg', 'https://img.rnudah.com/thumbs/00/000914047251436.jpg', 'https://img.rnudah.com/thumbs/00/003914042821393.jpg', 'https://img.rnudah.com/thumbs/00/004914049868031.jpg', 'https://img.rnudah.com/thumbs/00/007914045437988.jpg', 'https://img.rnudah.com/thumbs/00/000914049531264.jpg', 'https://img.rnudah.com/thumbs/00/004914043624540.jpg']",FORD   ,  0 - 4 999  ,RANGER   ,5 ,WILDTRAK 4WD ,DUAL CAB PICKUP , -, 2019  ,THAILAND ,10 SPEED ,1998 ,15.6  ,147 ,470 ,TURBO DIRECT F/INJ ,DIESEL ,5362 ,1860 ,1815 ,3220 ,2010 ,80 ,DV ,DR ,DWB ,LS , -,265/60 R18 ,265/60 R18 ,18 ,18 ,RM2 732/month,3.7,-
2868, 2019 Perodua AXIA 1.0 ADVANCE (A) E-VOUCHER RM300,    RM 40 390     ,New,   Selangor   ,"['https://img.rnudah.com/thumbs/17/177901053295292.jpg', 'https://img.rnudah.com/thumbs/17/179901052621758.jpg', 'https://img.rnudah.com/thumbs/17/177901056767106.jpg', 'https://img.rnudah.com/thumbs/17/172901053347364.jpg', 'https://img.rnudah.com/thumbs/17/173901056430339.jpg', 'https://img.rnudah.com/thumbs/17/175901059124475.jpg', 'https://img.rnudah.com/thumbs/17/178901056974260.jpg', 'https://img.rnudah.com/thumbs/17/179901051533916.jpg']",PERODUA   ,  0 - 4 999  ,AXIA   ,5 ,ADVANCE ,4D HATCHBACK , -, 2019  ,MALAYSIA ,4 SP AUTOMATIC,998 ,11  ,50 ,91 ,ELECTRONIC F/INJ ,PETROL ,1620 ,3640 ,1510 ,2455 ,840 ,33 ,DC ,DR ,McSt;CS ,TB;CS , -,175/65 R14 ,175/65 R14 ,4.5Jx14 ,4.5Jx14 ,RM545/month,3.7,-
2869, 2009 Nissan SENTRA 1.8 SG FACELIFT (A),    RM 20 800     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/87/878901042644144.jpg', 'https://img.rnudah.com/thumbs/87/873901046063886.jpg', 'https://img.rnudah.com/thumbs/87/877901040157162.jpg', 'https://img.rnudah.com/thumbs/87/875901042618675.jpg', 'https://img.rnudah.com/thumbs/87/876901041141994.jpg', 'https://img.rnudah.com/thumbs/87/879901045235270.jpg', 'https://img.rnudah.com/thumbs/87/873901047851865.jpg', 'https://img.rnudah.com/thumbs/87/878901042748288.jpg', 'https://img.rnudah.com/thumbs/87/870901042074754.jpg', 'https://img.rnudah.com/thumbs/87/874901044691349.jpg', 'https://img.rnudah.com/thumbs/87/879901045831263.jpg', 'https://img.rnudah.com/thumbs/87/872901049924539.jpg', 'https://img.rnudah.com/thumbs/87/878901041064453.jpg', 'https://img.rnudah.com/thumbs/87/870901046634410.jpg', 'https://img.rnudah.com/thumbs/87/877901044820962.jpg', 'https://img.rnudah.com/thumbs/87/873901040520532.jpg', 'https://img.rnudah.com/thumbs/87/877901043137127.jpg']",NISSAN   ,  95 000 - 99 999  ,SENTRA   ,5 ,SG ,4D SEDAN ,N16 FACELIFT , 2009  ,MALAYSIA ,4 SP AUTOMATIC,1597 ,9.5  ,87 ,143 ,MULTI POINT F/INJ ,PETROL ,1695 ,4495 ,1445 ,2535 ,1168 ,50 ,DV ,DR ,McSt; ,MLS; ,RACK &amp; PINION ,185/65 R14 ,185/65 R14 ,5.5Jx14 ,5.5Jx14 ,RM281/month,3.7,-
2870, 2006 Nissan VANETTE 1.5 ELITE (M) Window Van,   RM 19 800      ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/87/874901049543883.jpg', 'https://img.rnudah.com/thumbs/87/872901045165912.jpg', 'https://img.rnudah.com/thumbs/87/877901041746170.jpg', 'https://img.rnudah.com/thumbs/87/877901040062335.jpg', 'https://img.rnudah.com/thumbs/87/874901049052034.jpg']",NISSAN   ,  95 000 - 99 999  ,VANETTE   ,8 ,ELITE ,WINDOW VAN ,C22 , 2006  ,MALAYSIA ,5 SP MANUAL,1488 ,8.3  ,60 ,123 ,CARB ,PETROL ,1620 ,4105 ,1785 ,2150 ,1070 ,55 ,DV ,DR ,Ind; ,LS; ,POWER ASSISITED RECIRC BALL ,165 R13 ,165 R13 ,5.5Jx13 ,5.5Jx13 ,RM254/month,3.7,-
